,Дата,ФУНТ СТЕРЛИНГОВ,ДИРХАМ ОАЭ,ДОЛЛАР США,ЕВРО,РОССИЙСКИЙ РУБЛЬ,ТУРЕЦКАЯ ЛИРА,"Размер ставки, %","Коридор базовой ставки, %"
2130,2021-07-02,587.01,116.0,426.05,505.04,5.84,49.04,9.0,"8,00-10,00"
2131,2021-07-03,586.3,116.11,426.46,504.12,5.79,48.95,9.0,"8,00-10,00"
2132,2021-07-04,587.38,115.72,424.99,504.21,5.81,48.97,9.0,"8,00-10,00"
2133,2021-07-05,587.38,115.72,424.99,504.21,5.81,48.97,9.0,"8,00-10,00"
2134,2021-07-06,587.38,115.72,424.99,504.21,5.81,48.97,9.0,"8,00-10,00"
2135,2021-07-07,587.38,115.72,424.99,504.21,5.81,48.97,9.0,"8,00-10,00"
2136,2021-07-08,590.82,116.49,427.85,506.06,5.77,49.33,9.0,"8,00-10,00"
2137,2021-07-09,592.18,117.02,429.8,508.58,5.73,49.46,9.0,"8,00-10,00"
2138,2021-07-10,592.36,116.9,429.34,508.9,5.78,49.45,9.0,"8,00-10,00"
2139,2021-07-11,592.36,116.9,429.34,508.9,5.78,49.45,9.0,"8,00-10,00"
2140,2021-07-12,592.36,116.9,429.34,508.9,5.78,49.45,9.0,"8,00-10,00"
2141,2021-07-13,592.68,116.45,427.68,506.84,5.73,49.53,9.0,"8,00-10,00"
2142,2021-07-14,590.89,116.13,426.51,505.03,5.76,49.52,9.0,"8,00-10,00"
2143,2021-07-15,589.26,115.88,425.61,501.88,5.74,49.31,9.0,"8,00-10,00"
2144,2021-07-16,590.21,116.15,426.61,505.15,5.76,49.85,9.0,"8,00-10,00"
2145,2021-07-17,589.64,116.12,426.47,504.04,5.76,50.18,9.0,"8,00-10,00"
2146,2021-07-18,589.64,116.12,426.47,504.04,5.76,50.18,9.0,"8,00-10,00"
2147,2021-07-19,589.64,116.12,426.47,504.04,5.76,50.18,9.0,"8,00-10,00"
2148,2021-07-20,587.04,116.31,427.19,503.14,5.73,49.84,9.0,"8,00-10,00"
2149,2021-07-21,587.04,116.31,427.19,503.14,5.73,49.84,9.0,"8,00-10,00"
2150,2021-07-22,584.29,116.67,428.52,504.5,5.77,49.9,9.0,"8,00-10,00"
2151,2021-07-23,585.27,115.91,425.71,502.08,5.77,49.75,9.0,"8,00-10,00"
2152,2021-07-24,583.3,115.63,424.68,499.76,5.77,49.66,9.0,"8,00-10,00"
2153,2021-07-25,583.3,115.63,424.68,499.76,5.77,49.66,9.0,"8,00-10,00"
2154,2021-07-26,583.3,115.63,424.68,499.76,5.77,49.66,9.0,"8,00-10,00"
2155,2021-07-27,585.61,115.61,424.6,500.9,5.73,49.51,9.25,"8,25-10,25"
2156,2021-07-28,584.7,115.54,424.37,499.91,5.75,49.47,9.25,"8,25-10,25"
2157,2021-07-29,589.15,115.62,424.64,501.63,5.78,49.64,9.25,"8,25-10,25"
2158,2021-07-30,592.23,115.58,424.51,504.06,5.8,49.93,9.25,"8,25-10,25"
2159,2021-07-31,593.07,115.56,424.44,504.91,5.81,50.45,9.25,"8,25-10,25"
2160,2021-08-01,593.07,115.56,424.44,504.91,5.81,50.45,9.25,"8,25-10,25"
2161,2021-08-02,593.07,115.56,424.44,504.91,5.81,50.45,9.25,"8,25-10,25"
2162,2021-08-03,590.81,115.57,424.46,504.81,5.82,50.69,9.25,"8,25-10,25"
2163,2021-08-04,589.56,115.38,423.75,503.54,5.82,50.94,9.25,"8,25-10,25"
2164,2021-08-05,590.87,115.46,424.02,502.76,5.82,50.2,9.25,"8,25-10,25"
2165,2021-08-06,591.65,115.76,425.13,503.01,5.81,49.77,9.25,"8,25-10,25"
2166,2021-08-07,590.19,115.54,424.32,501.08,5.8,49.6,9.25,"8,25-10,25"
2167,2021-08-08,590.19,115.54,424.32,501.08,5.8,49.6,9.25,"8,25-10,25"
2168,2021-08-09,590.19,115.54,424.32,501.08,5.8,49.6,9.25,"8,25-10,25"
2169,2021-08-10,592.24,116.09,426.38,501.42,5.81,49.24,9.25,"8,25-10,25"
2170,2021-08-11,590.2,115.94,425.83,499.16,5.79,49.31,9.25,"8,25-10,25"
2171,2021-08-12,587.8,115.86,425.51,498.23,5.75,49.2,9.25,"8,25-10,25"
2172,2021-08-13,588.12,115.51,424.24,498.1,5.77,49.51,9.25,"8,25-10,25"
2173,2021-08-14,586.85,115.76,425.16,499.48,5.79,49.8,9.25,"8,25-10,25"
2174,2021-08-15,586.85,115.76,425.16,499.48,5.79,49.8,9.25,"8,25-10,25"
2175,2021-08-16,586.85,115.76,425.16,499.48,5.79,49.8,9.25,"8,25-10,25"
2176,2021-08-17,589.68,115.87,425.58,501.33,5.8,50.26,9.25,"8,25-10,25"
2177,2021-08-18,586.5,115.72,425.0,500.23,5.79,50.65,9.25,"8,25-10,25"
2178,2021-08-19,585.07,115.87,425.57,498.6,5.79,50.29,9.25,"8,25-10,25"
2179,2021-08-20,584.14,116.17,426.66,498.98,5.76,50.08,9.25,"8,25-10,25"
2180,2021-08-21,581.31,116.24,426.93,498.36,5.73,50.01,9.25,"8,25-10,25"
2181,2021-08-22,581.31,116.24,426.93,498.36,5.73,50.01,9.25,"8,25-10,25"
2182,2021-08-23,581.31,116.24,426.93,498.36,5.73,50.01,9.25,"8,25-10,25"
2183,2021-08-24,582.26,115.99,426.0,499.44,5.75,50.32,9.25,"8,25-10,25"
2184,2021-08-25,582.17,115.61,424.63,498.13,5.74,50.5,9.25,"8,25-10,25"
2185,2021-08-26,582.93,115.64,424.72,498.92,5.76,50.64,9.25,"8,25-10,25"
2186,2021-08-27,584.71,115.82,425.37,500.66,5.75,50.87,9.25,"8,25-10,25"
2187,2021-08-28,583.65,115.92,425.74,500.5,5.75,50.71,9.25,"8,25-10,25"
2188,2021-08-29,583.65,115.92,425.74,500.5,5.75,50.71,9.25,"8,25-10,25"
2189,2021-08-30,583.65,115.92,425.74,500.5,5.75,50.71,9.25,"8,25-10,25"
2190,2021-08-31,583.65,115.92,425.74,500.5,5.75,50.71,9.25,"8,25-10,25"
2191,2021-09-01,585.7,115.83,425.41,502.88,5.81,51.18,9.25,"8,25-10,25"
2192,2021-09-02,585.5,115.9,425.66,503.0,5.82,51.33,9.25,"8,25-10,25"
2193,2021-09-03,588.14,116.08,426.34,505.17,5.86,51.57,9.25,"8,25-10,25"
2194,2021-09-04,587.82,115.67,424.85,504.21,5.84,51.14,9.25,"8,25-10,25"
2195,2021-09-05,587.82,115.67,424.85,504.21,5.84,51.14,9.25,"8,25-10,25"
2196,2021-09-06,587.82,115.67,424.85,504.21,5.84,51.14,9.25,"8,25-10,25"
2197,2021-09-07,589.9,116.06,426.26,505.54,5.84,51.43,9.25,"8,25-10,25"
2198,2021-09-08,587.62,115.84,425.47,504.82,5.81,51.19,9.25,"8,25-10,25"
2199,2021-09-09,586.49,116.09,426.38,503.73,5.81,50.4,9.25,"8,25-10,25"
2200,2021-09-10,588.78,116.02,426.13,504.2,5.83,50.36,9.25,"8,25-10,25"
2201,2021-09-11,591.67,116.13,426.52,504.79,5.86,50.64,9.25,"8,25-10,25"
2202,2021-09-12,591.67,116.13,426.52,504.79,5.86,50.64,9.25,"8,25-10,25"
2203,2021-09-13,591.67,116.13,426.52,504.79,5.86,50.64,9.25,"8,25-10,25"
2204,2021-09-14,588.85,115.99,425.99,502.2,5.84,50.38,9.5,"8,50-10,50"
2205,2021-09-15,590.27,115.94,425.82,503.02,5.84,50.38,9.5,"8,50-10,50"
2206,2021-09-16,589.57,116.09,426.39,504.16,5.87,50.65,9.5,"8,50-10,50"
2207,2021-09-17,587.15,115.69,424.92,500.09,5.87,50.29,9.5,"8,50-10,50"
2208,2021-09-18,586.28,115.8,425.3,501.05,5.85,49.54,9.5,"8,50-10,50"
2209,2021-09-19,586.28,115.8,425.3,501.05,5.85,49.54,9.5,"8,50-10,50"
2210,2021-09-20,586.28,115.8,425.3,501.05,5.85,49.54,9.5,"8,50-10,50"
2211,2021-09-21,581.93,115.93,425.73,498.32,5.8,49.08,9.5,"8,50-10,50"
2212,2021-09-22,582.95,115.95,425.85,499.78,5.82,49.31,9.5,"8,50-10,50"
2213,2021-09-23,580.47,115.92,425.75,499.32,5.85,49.19,9.5,"8,50-10,50"
2214,2021-09-24,581.21,115.72,425.02,498.17,5.85,49.14,9.5,"8,50-10,50"
2215,2021-09-25,580.88,115.42,423.91,497.37,5.82,47.99,9.5,"8,50-10,50"
2216,2021-09-26,580.88,115.42,423.91,497.37,5.82,47.99,9.5,"8,50-10,50"
2217,2021-09-27,580.88,115.42,423.91,497.37,5.82,47.99,9.5,"8,50-10,50"
2218,2021-09-28,580.77,115.43,423.95,495.81,5.84,48.0,9.5,"8,50-10,50"
2219,2021-09-29,578.3,115.42,423.91,495.0,5.83,47.76,9.5,"8,50-10,50"
2220,2021-09-30,575.63,115.9,425.67,496.42,5.85,48.09,9.5,"8,50-10,50"
2221,2021-10-01,572.78,115.91,425.7,493.64,5.85,47.84,9.5,"8,50-10,50"
2222,2021-10-02,574.81,115.97,425.94,493.2,5.83,48.08,9.5,"8,50-10,50"
2223,2021-10-03,574.81,115.97,425.94,493.2,5.83,48.08,9.5,"8,50-10,50"
2224,2021-10-04,574.81,115.97,425.94,493.2,5.83,48.08,9.5,"8,50-10,50"
2225,2021-10-05,578.2,115.91,425.68,494.09,5.84,48.0,9.5,"8,50-10,50"
2226,2021-10-06,578.49,115.62,424.64,492.67,5.85,47.96,9.5,"8,50-10,50"
2227,2021-10-07,575.63,115.67,424.82,490.28,5.85,47.65,9.5,"8,50-10,50"
2228,2021-10-08,578.7,115.96,425.86,492.25,5.9,47.95,9.5,"8,50-10,50"
2229,2021-10-09,578.68,115.67,424.81,491.34,5.9,47.65,9.5,"8,50-10,50"
2230,2021-10-10,578.68,115.67,424.81,491.34,5.9,47.65,9.5,"8,50-10,50"
2231,2021-10-11,578.68,115.67,424.81,491.34,5.9,47.65,9.5,"8,50-10,50"
2232,2021-10-12,578.04,115.59,424.53,490.46,5.93,47.36,9.5,"8,50-10,50"
2233,2021-10-13,578.26,115.78,425.22,491.47,5.92,47.29,9.5,"8,50-10,50"
2234,2021-10-14,580.89,116.04,426.15,492.42,5.94,47.22,9.5,"8,50-10,50"
2235,2021-10-15,584.2,115.93,425.77,494.28,5.95,46.55,9.5,"8,50-10,50"
2236,2021-10-16,584.47,115.93,425.78,494.08,5.98,46.22,9.5,"8,50-10,50"
2237,2021-10-17,584.47,115.93,425.78,494.08,5.98,46.22,9.5,"8,50-10,50"
2238,2021-10-18,584.47,115.93,425.78,494.08,5.98,46.22,9.5,"8,50-10,50"
2239,2021-10-19,584.03,115.82,425.37,492.66,5.97,45.81,9.5,"8,50-10,50"
2240,2021-10-20,588.71,116.03,426.14,497.05,6.02,45.84,9.5,"8,50-10,50"
2241,2021-10-21,586.62,115.97,425.95,495.12,6.0,45.7,9.5,"8,50-10,50"
2242,2021-10-22,587.44,115.91,425.71,495.53,5.99,45.83,9.5,"8,50-10,50"
2243,2021-10-23,588.41,116.07,426.32,496.24,6.04,44.46,9.5,"8,50-10,50"
2244,2021-10-24,588.41,116.07,426.32,496.24,6.04,44.46,9.5,"8,50-10,50"
2245,2021-10-25,588.41,116.07,426.32,496.24,6.04,44.46,9.5,"8,50-10,50"
2246,2021-10-26,584.47,115.74,425.07,494.14,6.06,43.61,9.75,"8,75-10,75"
2247,2021-10-27,586.74,115.85,425.48,494.2,6.14,45.04,9.75,"8,75-10,75"
2248,2021-10-28,585.0,115.99,426.01,493.75,6.05,44.79,9.75,"8,75-10,75"
2249,2021-10-29,588.12,116.42,427.57,495.64,6.08,44.41,9.75,"8,75-10,75"
2250,2021-10-30,588.64,116.3,427.11,497.5,6.05,44.49,9.75,"8,75-10,75"
2251,2021-10-31,588.64,116.3,427.11,497.5,6.05,44.49,9.75,"8,75-10,75"
2252,2021-11-01,588.64,116.3,427.11,497.5,6.05,44.49,9.75,"8,75-10,75"
2253,2021-11-02,584.39,116.49,427.81,494.93,6.04,44.94,9.75,"8,75-10,75"
2254,2021-11-03,583.23,116.43,427.59,495.92,5.94,44.86,9.75,"8,75-10,75"
2255,2021-11-04,583.68,116.64,428.39,496.59,5.97,44.11,9.75,"8,75-10,75"
2256,2021-11-05,585.28,116.95,429.5,496.2,6.0,44.3,9.75,"8,75-10,75"
2257,2021-11-06,577.25,117.03,429.82,496.01,6.0,44.31,9.75,"8,75-10,75"
2258,2021-11-07,577.25,117.03,429.82,496.01,6.0,44.31,9.75,"8,75-10,75"
2259,2021-11-08,577.25,117.03,429.82,496.01,6.0,44.31,9.75,"8,75-10,75"
2260,2021-11-09,578.19,116.72,428.67,495.5,6.0,44.24,9.75,"8,75-10,75"
2261,2021-11-10,583.74,116.87,429.22,497.59,6.05,44.22,9.75,"8,75-10,75"
2262,2021-11-11,579.86,116.68,428.51,496.13,6.06,43.64,9.75,"8,75-10,75"
2263,2021-11-12,574.91,116.89,429.29,492.1,6.04,43.22,9.75,"8,75-10,75"
2264,2021-11-13,575.44,116.97,429.59,491.49,5.96,43.29,9.75,"8,75-10,75"
2265,2021-11-14,575.44,116.97,429.59,491.49,5.96,43.29,9.75,"8,75-10,75"
2266,2021-11-15,575.44,116.97,429.59,491.49,5.96,43.29,9.75,"8,75-10,75"
2267,2021-11-16,576.75,117.08,429.99,492.25,5.94,42.97,9.75,"8,75-10,75"
2268,2021-11-17,578.52,117.0,429.68,488.16,5.92,42.2,9.75,"8,75-10,75"
2269,2021-11-18,578.48,117.29,430.74,487.17,5.92,41.32,9.75,"8,75-10,75"
2270,2021-11-19,582.36,117.52,431.6,489.0,5.92,40.49,9.75,"8,75-10,75"
2271,2021-11-20,578.28,117.2,430.43,486.39,5.87,38.84,9.75,"8,75-10,75"
2272,2021-11-21,578.28,117.2,430.43,486.39,5.87,38.84,9.75,"8,75-10,75"
2273,2021-11-22,578.28,117.2,430.43,486.39,5.87,38.84,9.75,"8,75-10,75"
2274,2021-11-23,579.44,117.51,431.58,486.78,5.83,38.6,9.75,"8,75-10,75"
2275,2021-11-24,578.09,117.67,432.15,486.56,5.77,35.07,9.75,"8,75-10,75"
2276,2021-11-25,573.78,117.01,429.73,481.6,5.76,33.93,9.75,"8,75-10,75"
2277,2021-11-26,573.06,117.04,429.84,482.32,5.77,36.0,9.75,"8,75-10,75"
2278,2021-11-27,573.97,117.37,431.07,485.51,5.69,35.5,9.75,"8,75-10,75"
2279,2021-11-28,573.97,117.37,431.07,485.51,5.69,35.5,9.75,"8,75-10,75"
2280,2021-11-29,573.97,117.37,431.07,485.51,5.69,35.5,9.75,"8,75-10,75"
2281,2021-11-30,578.57,118.1,433.74,489.52,5.78,34.39,9.75,"8,75-10,75"
2282,2021-12-01,579.99,118.21,434.16,493.29,5.81,33.45,9.75,"8,75-10,75"
2283,2021-12-02,579.99,118.21,434.16,493.29,5.81,33.45,9.75,"8,75-10,75"
2284,2021-12-03,580.3,118.65,435.76,493.41,5.89,32.53,9.75,"8,75-10,75"
2285,2021-12-04,579.65,118.79,436.29,492.83,5.92,31.68,9.75,"8,75-10,75"
2286,2021-12-05,579.65,118.79,436.29,492.83,5.92,31.68,9.75,"8,75-10,75"
2287,2021-12-06,579.65,118.79,436.29,492.83,5.92,31.68,9.75,"8,75-10,75"
2288,2021-12-07,577.89,118.68,435.85,492.38,5.92,31.7,9.75,"8,75-10,75"
2289,2021-12-08,576.15,118.34,434.6,489.92,5.85,31.75,9.75,"8,75-10,75"
2290,2021-12-09,575.31,118.3,434.46,490.29,5.9,31.79,9.75,"8,75-10,75"
2291,2021-12-10,572.29,118.0,433.39,490.51,5.88,31.53,9.75,"8,75-10,75"
2292,2021-12-11,573.41,118.28,434.4,490.09,5.91,31.29,9.75,"8,75-10,75"
2293,2021-12-12,573.41,118.28,434.4,490.09,5.91,31.29,9.75,"8,75-10,75"
2294,2021-12-13,573.41,118.28,434.4,490.09,5.91,31.29,9.75,"8,75-10,75"
2295,2021-12-14,574.17,118.04,433.53,488.46,5.9,30.31,9.75,"8,75-10,75"
2296,2021-12-15,574.9,118.4,434.84,491.37,5.91,30.48,9.75,"8,75-10,75"
2297,2021-12-16,577.4,118.59,435.54,490.85,5.9,29.72,9.75,"8,75-10,75"
2298,2021-12-17,577.4,118.59,435.54,490.85,5.9,29.72,9.75,"8,75-10,75"
2299,2021-12-18,577.4,118.59,435.54,490.85,5.9,29.72,9.75,"8,75-10,75"
2300,2021-12-19,577.4,118.59,435.54,490.85,5.9,29.72,9.75,"8,75-10,75"
2301,2021-12-20,577.4,118.59,435.54,490.85,5.9,29.72,9.75,"8,75-10,75"
2302,2021-12-21,575.2,118.81,436.35,491.33,5.88,24.97,9.75,"8,75-10,75"
2303,2021-12-22,577.38,118.69,435.89,492.34,5.9,35.51,9.75,"8,75-10,75"
2304,2021-12-23,577.64,118.41,434.87,490.58,5.89,34.68,9.75,"8,75-10,75"
2305,2021-12-24,581.53,118.14,433.88,491.11,5.92,37.99,9.75,"8,75-10,75"
2306,2021-12-25,579.64,117.7,432.28,490.16,5.89,36.98,9.75,"8,75-10,75"
2307,2021-12-26,579.64,117.7,432.28,490.16,5.89,36.98,9.75,"8,75-10,75"
2308,2021-12-27,579.64,117.7,432.28,490.16,5.89,36.98,9.75,"8,75-10,75"
2309,2021-12-28,578.44,117.52,431.61,488.02,5.87,38.2,9.75,"8,75-10,75"
2310,2021-12-29,579.64,117.4,431.18,488.44,5.86,36.37,9.75,"8,75-10,75"
2311,2021-12-30,579.18,117.58,431.84,487.03,5.86,34.97,9.75,"8,75-10,75"
2312,2021-12-31,580.9,117.54,431.67,487.79,5.77,33.41,9.75,"8,75-10,75"
2313,2022-01-01,583.32,117.57,431.8,489.1,5.76,32.28,9.75,"8,75-10,75"
2314,2022-01-02,583.32,117.57,431.8,489.1,5.76,32.28,9.75,"8,75-10,75"
2315,2022-01-03,583.32,117.57,431.8,489.1,5.76,32.28,9.75,"8,75-10,75"
2316,2022-01-04,583.32,117.57,431.8,489.1,5.76,32.28,9.75,"8,75-10,75"
2317,2022-01-05,583.32,117.57,431.8,489.1,5.76,32.28,9.75,"8,75-10,75"
2318,2022-01-06,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2319,2022-01-07,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2320,2022-01-08,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2321,2022-01-09,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2322,2022-01-10,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2323,2022-01-11,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2324,2022-01-12,584.33,117.58,431.81,488.16,5.7,32.14,9.75,"8,75-10,75"
2325,2022-01-13,591.03,118.11,433.78,493.08,5.83,32.14,9.75,"8,75-10,75"
2326,2022-01-14,595.67,118.09,433.69,497.4,5.81,31.93,9.75,"8,75-10,75"
2327,2022-01-15,597.17,118.4,434.84,498.2,5.72,32.08,9.75,"8,75-10,75"
2328,2022-01-16,597.17,118.4,434.84,498.2,5.72,32.08,9.75,"8,75-10,75"
2329,2022-01-17,597.17,118.4,434.84,498.2,5.72,32.08,9.75,"8,75-10,75"
2330,2022-01-18,594.42,118.33,434.58,496.46,5.68,32.2,9.75,"8,75-10,75"
2331,2022-01-19,591.38,118.19,434.07,494.45,5.66,32.06,9.75,"8,75-10,75"
2332,2022-01-20,591.46,118.3,434.48,492.61,5.68,32.01,9.75,"8,75-10,75"
2333,2022-01-21,591.61,118.24,434.24,492.69,5.67,32.26,9.75,"8,75-10,75"
2334,2022-01-22,590.26,118.47,435.1,493.27,5.69,32.48,9.75,"8,75-10,75"
2335,2022-01-23,590.26,118.47,435.1,493.27,5.69,32.48,9.75,"8,75-10,75"
2336,2022-01-24,590.26,118.47,435.1,493.27,5.69,32.48,9.75,"8,75-10,75"
2337,2022-01-25,587.44,118.27,434.34,491.93,5.56,32.45,10.25,"9,25-11,25"
2338,2022-01-26,586.69,118.5,435.2,491.17,5.54,32.16,10.25,"9,25-11,25"
2339,2022-01-27,586.75,118.27,434.34,490.24,5.5,32.15,10.25,"9,25-11,25"
2340,2022-01-28,583.2,118.28,434.38,486.33,5.52,31.92,10.25,"9,25-11,25"
2341,2022-01-29,580.38,118.13,433.83,482.81,5.57,31.86,10.25,"9,25-11,25"
2342,2022-01-30,580.38,118.13,433.83,482.81,5.57,31.86,10.25,"9,25-11,25"
2343,2022-01-31,580.38,118.13,433.83,482.81,5.57,31.86,10.25,"9,25-11,25"
2344,2022-02-01,582.71,118.04,433.5,484.39,5.6,32.43,10.25,"9,25-11,25"
2345,2022-02-02,585.49,118.11,433.76,488.46,5.63,32.4,10.25,"9,25-11,25"
2346,2022-02-03,587.83,118.2,434.11,490.28,5.69,32.25,10.25,"9,25-11,25"
2347,2022-02-04,588.77,118.25,434.29,489.97,5.67,31.98,10.25,"9,25-11,25"
2348,2022-02-05,587.4,117.88,432.93,496.18,5.7,31.94,10.25,"9,25-11,25"
2349,2022-02-06,587.4,117.88,432.93,496.18,5.7,31.94,10.25,"9,25-11,25"
2350,2022-02-07,587.4,117.88,432.93,496.18,5.7,31.94,10.25,"9,25-11,25"
2351,2022-02-08,583.0,117.46,431.37,492.67,5.71,31.83,10.25,"9,25-11,25"
2352,2022-02-09,580.57,116.67,428.5,488.7,5.69,31.4,10.25,"9,25-11,25"
2353,2022-02-10,578.33,116.08,426.31,487.02,5.7,31.39,10.25,"9,25-11,25"
2354,2022-02-11,577.8,115.93,425.76,487.24,5.7,31.45,10.25,"9,25-11,25"
2355,2022-02-12,581.56,116.84,429.1,488.57,5.72,31.86,10.25,"9,25-11,25"
2356,2022-02-13,581.56,116.84,429.1,488.57,5.72,31.86,10.25,"9,25-11,25"
2357,2022-02-14,581.56,116.84,429.1,488.57,5.72,31.86,10.25,"9,25-11,25"
2358,2022-02-15,582.71,117.46,431.38,487.89,5.58,31.81,10.25,"9,25-11,25"
2359,2022-02-16,583.75,117.31,430.84,488.7,5.7,31.64,10.25,"9,25-11,25"
2360,2022-02-17,580.15,116.5,427.84,486.71,5.69,31.39,10.25,"9,25-11,25"
2361,2022-02-18,582.87,116.68,428.52,486.93,5.64,31.46,10.25,"9,25-11,25"
2362,2022-02-19,583.46,116.63,428.32,486.96,5.65,31.44,10.25,"9,25-11,25"
2363,2022-02-20,583.46,116.63,428.32,486.96,5.65,31.44,10.25,"9,25-11,25"
2364,2022-02-21,583.46,116.63,428.32,486.96,5.65,31.44,10.25,"9,25-11,25"
2365,2022-02-22,584.31,116.69,428.54,486.82,5.57,31.45,10.25,"9,25-11,25"
2366,2022-02-23,588.33,118.01,433.39,490.55,5.43,31.52,10.25,"9,25-11,25"
2367,2022-02-24,594.79,119.05,437.22,496.59,5.5,31.69,13.5,"12,5-14,5"
2368,2022-02-25,625.92,126.88,465.99,522.51,5.53,32.82,13.5,"12,5-14,5"
2369,2022-02-26,624.64,127.18,467.09,522.21,5.66,33.2,13.5,"12,5-14,5"
2370,2022-02-27,624.64,127.18,467.09,522.21,5.66,33.2,13.5,"12,5-14,5"
2371,2022-02-28,624.64,127.18,467.09,522.21,5.66,33.2,13.5,"12,5-14,5"
2372,2022-03-01,662.06,134.78,495.0,553.46,4.95,35.77,13.5,"12,5-14,5"
2373,2022-03-02,654.22,132.81,487.75,545.99,5.17,35.04,13.5,"12,5-14,5"
2374,2022-03-03,652.62,133.54,490.43,543.49,4.49,34.87,13.5,"12,5-14,5"
2375,2022-03-04,658.52,134.04,492.28,545.2,4.22,34.84,13.5,"12,5-14,5"
2376,2022-03-05,663.94,135.93,499.2,549.87,4.54,35.07,13.5,"12,5-14,5"
2377,2022-03-06,665.61,137.04,503.3,549.91,4.16,35.48,13.5,"12,5-14,5"
2378,2022-03-07,665.61,137.04,503.3,549.91,4.16,35.48,13.5,"12,5-14,5"
2379,2022-03-08,665.61,137.04,503.3,549.91,4.16,35.48,13.5,"12,5-14,5"
2380,2022-03-09,665.61,137.04,503.3,549.91,4.16,35.48,13.5,"12,5-14,5"
2381,2022-03-10,670.55,138.87,510.0,559.27,3.98,34.84,13.5,"12,5-14,5"
2382,2022-03-11,671.3,138.81,509.8,562.87,4.29,34.55,13.5,"12,5-14,5"
2383,2022-03-12,667.91,139.08,510.79,560.18,4.42,34.09,13.5,"12,5-14,5"
2384,2022-03-13,667.91,139.08,510.79,560.18,4.42,34.09,13.5,"12,5-14,5"
2385,2022-03-14,667.91,139.08,510.79,560.18,4.42,34.09,13.5,"12,5-14,5"
2386,2022-03-15,667.42,139.33,511.71,561.96,4.54,34.7,13.5,"12,5-14,5"
2387,2022-03-16,667.84,139.46,512.19,563.56,4.57,34.63,13.5,"12,5-14,5"
2388,2022-03-17,664.62,138.58,508.94,559.02,4.73,34.61,13.5,"12,5-14,5"
2389,2022-03-18,667.09,137.82,506.14,558.83,4.9,34.38,13.5,"12,5-14,5"
2390,2022-03-19,663.76,137.56,505.22,558.72,4.9,34.15,13.5,"12,5-14,5"
2391,2022-03-20,663.76,137.56,505.22,558.72,4.9,34.15,13.5,"12,5-14,5"
2392,2022-03-21,663.76,137.56,505.22,558.72,4.9,34.15,13.5,"12,5-14,5"
2393,2022-03-22,663.76,137.56,505.22,558.72,4.9,34.15,13.5,"12,5-14,5"
2394,2022-03-23,663.76,137.56,505.22,558.72,4.9,34.15,13.5,"12,5-14,5"
2395,2022-03-24,663.76,137.56,505.22,558.72,4.9,34.15,13.5,"12,5-14,5"
2396,2022-03-25,652.78,134.9,495.43,544.53,5.15,33.39,13.5,"12,5-14,5"
2397,2022-03-26,650.56,134.55,494.16,543.77,5.04,33.32,13.5,"12,5-14,5"
2398,2022-03-27,650.56,134.55,494.16,543.77,5.04,33.32,13.5,"12,5-14,5"
2399,2022-03-28,650.56,134.55,494.16,543.77,5.04,33.32,13.5,"12,5-14,5"
2400,2022-03-29,636.18,131.92,484.49,531.87,4.97,32.64,13.5,"12,5-14,5"
2401,2022-03-30,616.6,128.33,471.3,520.13,5.3,31.8,13.5,"12,5-14,5"
2402,2022-03-31,602.35,124.76,458.2,510.57,5.49,31.24,13.5,"12,5-14,5"
2403,2022-04-01,611.75,126.97,466.31,517.98,5.7,31.8,13.5,"12,5-14,5"
2404,2022-04-02,620.24,128.67,472.56,522.37,5.8,32.19,13.5,"12,5-14,5"
2405,2022-04-03,620.24,128.67,472.56,522.37,5.8,32.19,13.5,"12,5-14,5"
2406,2022-04-04,620.24,128.67,472.56,522.37,5.8,32.19,13.5,"12,5-14,5"
2407,2022-04-05,619.98,128.73,472.76,520.41,5.68,32.13,13.5,"12,5-14,5"
2408,2022-04-06,608.31,126.04,462.91,508.14,5.6,31.46,13.5,"12,5-14,5"
2409,2022-04-07,605.32,125.86,462.22,504.33,5.54,31.36,13.5,"12,5-14,5"
2410,2022-04-08,600.34,124.95,458.87,499.76,6.02,31.12,13.5,"12,5-14,5"
2411,2022-04-09,582.83,121.68,446.89,485.68,5.91,30.3,13.5,"12,5-14,5"
2412,2022-04-10,582.83,121.68,446.89,485.68,5.91,30.3,13.5,"12,5-14,5"
2413,2022-04-11,582.83,121.68,446.89,485.68,5.91,30.3,13.5,"12,5-14,5"
2414,2022-04-12,586.68,122.41,449.53,491.02,5.71,30.52,13.5,"12,5-14,5"
2415,2022-04-13,584.93,122.46,449.74,488.91,5.39,30.63,13.5,"12,5-14,5"
2416,2022-04-14,585.67,122.58,450.17,487.67,5.67,30.87,13.5,"12,5-14,5"
2417,2022-04-15,588.52,122.04,448.19,489.06,5.47,30.67,13.5,"12,5-14,5"
2418,2022-04-16,593.64,123.69,454.27,491.25,5.74,31.05,13.5,"12,5-14,5"
